ObjID,FieldID,fieldMJD_TAI,fieldJD_TDB,Range_LTC_km,RangeRate_LTC_km_s,RATrue_deg,RARateCosDec_deg_day,DecTrue_deg,DecRate_deg_day,Obj_Sun_x_LTC_km,Obj_Sun_y_LTC_km,Obj_Sun_z_LTC_km,Obj_Sun_vx_LTC_km_s,Obj_Sun_vy_LTC_km_s,Obj_Sun_vz_LTC_km_s,Obs_Sun_x_km,Obs_Sun_y_km,Obs_Sun_z_km,Obs_Sun_vx_km_s,Obs_Sun_vy_km_s,Obs_Sun_vz_km_s,phase_deg,FORMAT,q,e,inc,node,argPeri,t_p_MJD_TDB,epochMJD_TDB,H_filter,GS,visitTime,visitExposureTime,optFilter,seeingFwhmGeom_arcsec,seeingFwhmEff_arcsec,fieldFiveSigmaDepth_mag,fieldRA_deg,fieldDec_deg,fieldRotSkyPos_deg,H_r,trailedSourceMagTrue,PSFMagTrue,fiveSigmaDepth_mag,astrometricSigma_deg,trailedSourceMagSigma,SNR,PSFMagSigma,trailedSourceMag,PSFMag,RA_deg,Dec_deg,object_linked,date_linked_MJD,Obj_Sun_LTC_km
A_M_2.8_1.0_2979,139506,61262.24768465621,2461262.748056989,603840686.8189582,-36.196375511366654,343.6946952654142,0.1590071228846689,-8.604914442104045,0.0805288113889727,684442288.4140481,-262022955.4521842,-131270557.88214304,-7.596334709218983,48.59435528353092,23.78654824429938,111412212.86151542,-94399642.58468646,-40923822.72489052,19.899006665926997,20.3486251875236,8.661000562188757,4.835751277114156,COM,4.213097,13.485918,2.619,5.299,4.899,61348.382857,60796.001439,18.05,0.15,33.6,29.2,g,0.6647357096290277,0.7454205713248512,24.92440692187202,343.62715071200086,-7.89087240976435,168.26791960164456,17.32,24.989102798888617,25.00804790878497,24.923682620267943,2.41900187383788e-05,0.2131356596817666,4.531610910804203,0.2164975269895025,24.865446339244194,24.85894295205978,343.6946915297981,-8.604880874092443,True,61302.0,744546328.1220621
A_M_2.8_1.0_1296,140863,61266.19643442503,2461266.696806988,19919742.00854398,-25.774987221738552,282.9161411442648,-1.115229943881522,-36.43478496962008,-1.1276867251413465,121475429.13715146,-102999427.98350964,-49710018.49939772,8.875189614963906,43.32142337615774,20.83452444315412,117893200.33400723,-87378818.78268167,-37879535.555583306,18.488266357489987,21.48626925917045,9.176805422694509,37.627521727685256,COM,0.854079,1.769161,2.258,1.659,5.727,61295.522921,60796.001439,24.400000000000002,0.15,33.6,29.2,g,0.9889586745643255,1.1398524021463814,24.44506435597997,281.42464872050374,-35.39870181370297,74.19361117896327,23.67,21.773319351083494,22.20075046580753,24.37939656706161,5.852317992845396e-06,0.03341149341155111,22.130024616064496,0.0479854948945891,21.786152707568288,22.1583533754261,282.9161448923836,-36.43478588564801,True,61268.0,166841985.08827376
A_M_2.8_1.0_1296,140864,61266.19688026728,2461266.697252988,19918748.65179644,-25.77418289459311,282.915522923695,-1.1151616059683724,-36.43528791208449,-1.1276599744906797,121475771.164228,-102997758.47220208,-49709215.58316036,8.87505583255074,43.32153683325732,20.83457920878657,117893912.74791647,-87377990.8060869,-37879181.93166457,18.48719890008951,21.4870912880925,9.176863536420656,37.628679256189415,COM,0.854079,1.769161,2.258,1.659,5.727,61295.522921,60796.001439,24.400000000000002,0.15,33.6,29.2,g,0.95201407213607,1.0949076303358516,24.507944083577307,283.5929041142258,-38.08692187180954,68.52003252561033,23.67,21.77323007295783,22.224808716953515,24.411631721122568,5.659125521102272e-06,0.03322459622037737,21.795375565274128,0.048705987220015554,21.773153948802694,22.243441883212814,282.91552771057775,-36.43529055505761,True,61268.0,166840964.2268201
A_M_2.8_1.0_2152,141972,61267.28234905107,2461267.782721988,37582629.453656696,-31.92216142413905,311.3457841451087,1.1696885516281548,-20.2480546789602,0.2575329409458718,142878651.24041295,-111846354.08076762,-50018952.21879618,5.18025271258272,49.71885062739335,22.192733375910848,119585740.66353014,-85375280.87472692,-37012160.26887094,17.85442212424081,21.878759374334727,9.311511284893102,11.185418128136924,COM,0.960296,2.711961,0.619,3.036,3.799,61295.620369,60796.001439,25.57,0.15,33.6,29.2,g,0.7737836623191092,0.8780823142568238,24.658526837616797,312.0446773049401,-18.69488242226484,45.42543028241216,24.84,23.771747588364182,24.1875406150917,24.574313869529654,1.9676737745185593e-05,0.152733110268012,4.537941287208949,0.2162236862091147,23.75824424404081,23.86674882230551,311.3458059997127,-20.248075206218992,True,61273.0,188217457.9642022
A_M_2.8_1.0_2152,141976,61267.28414178759,2461267.784513988,37577686.62387424,-31.91840067785576,311.3480189795249,1.1704143079103784,-20.24759296545365,0.2577719888596783,142879453.34427825,-111838655.32369764,-50015515.766390026,5.179812317513642,49.71919536484039,22.19288754761455,119588504.63751748,-85371893.338468,-37010718.56080699,17.84918991347633,21.879705805070557,9.311741624559415,11.18539849120402,COM,0.960296,2.711961,0.619,3.036,3.799,61295.620369,60796.001439,25.57,0.15,33.6,29.2,g,0.7728384437404596,0.8769324133095616,24.669650023964756,311.4274256036824,-21.826050870708848,41.80929737133163,24.84,23.771404968031305,24.18832614896554,24.60626261702068,1.91185829766923e-05,0.14877015774843422,4.663433459875876,0.21093504474317593,23.654298792114417,24.22964381299838,311.3479642076843,-20.247570306995584,True,61273.0,188212578.83029667
A_M_2.8_1.0_2152,142023,61267.30654176472,2461267.806913988,37515948.49141258,-31.874260930066924,311.37607429413754,1.1799032197001005,-20.241786421549907,0.260627239076331,142889473.88497353,-111742416.37290704,-49972558.10445867,5.174304280210169,49.72350484189404,22.194814811459302,119622985.7800382,-85329539.67304058,-36992694.20259604,17.783576342163663,21.887215163928023,9.314620763890886,11.185045155907796,COM,0.960296,2.711961,0.619,3.036,3.799,61295.620369,60796.001439,24.84,0.15,33.6,29.2,r,0.7601065875670351,0.8614435371861741,24.220957673114235,312.0446773049401,-18.69488242226484,45.42543028241216,24.84,23.037117856132273,23.469333552254906,24.13994284764663,1.5077265125330642e-05,0.12011063621496007,5.78169265992281,0.17320775525811724,22.88620304081369,23.161626088422228,311.3761114444166,-20.241798029032754,True,61273.0,188151603.57404384
A_M_2.8_1.0_2152,142027,61267.30833303666,2461267.808705988,37511013.04276889,-31.8709711504404,311.37832861007354,1.1806939611239595,-20.24131918259749,0.2608444397710749,142890275.0675865,-111734716.89636976,-49969121.33029472,5.173863389142936,49.72384962077659,22.19496900197129,119625738.78380404,-85326150.88113216,-36991252.013100006,17.778329254766437,21.88746983086221,9.314851037404042,11.18500804084226,COM,0.960296,2.711961,0.619,3.036,3.799,61295.620369,60796.001439,24.84,0.15,33.6,29.2,r,0.7590553792633304,0.8601646949675553,24.22887632813122,311.4274256036824,-21.826050870708848,41.80929737133163,24.84,23.03677452038137,23.47027745866739,24.16442694873773,1.4752841193759076e-05,0.11772839609765118,5.899254242863259,0.1700125894219655,22.998027386939754,23.77684390973595,311.37832939871436,-20.241317162508317,True,61273.0,188146726.66651458
A_M_2.8_1.0_1296,142687,61268.15810974829,2461268.658481988,15557427.701745275,-25.2768958525062,279.6110129359458,-1.823470338804873,-39.30323098041453,-1.7895450703578517,122928355.98202528,-95613900.31295264,-46158027.16072629,8.258677577716488,43.82227674461669,21.07633349040162,120918444.37749057,-83744464.40456952,-36303571.15068831,17.77040459074727,21.982594938623446,9.41652744179835,43.37506550611807,COM,0.854079,1.769161,2.258,1.659,5.727,61295.522921,60796.001439,23.67,0.15,33.6,29.2,r,0.7235868805699353,0.8170156697931086,24.441530990069083,281.00051620903673,-38.02316014695026,-14.294291457680773,23.67,20.608309045229795,21.66553827573077,24.359034837230812,3.737533257452762e-06,0.022282740025848548,19.578478033658115,0.0540858085349736,20.628529862546777,21.656288754911415,279.6110183394076,-39.303234858762394,True,61268.0,162431407.3966889
A_M_2.8_1.0_1296,142745,61268.18546784762,2461268.685839988,15497735.737356547,-25.22286991173845,279.5464791202595,-1.8253313662204949,-39.35219860738926,-1.7904530357129438,122947868.28069384,-95510299.22851612,-46108200.18063436,8.249672421030256,43.82927916186799,21.079714997037623,120960379.45672596,-83692435.16619353,-36281309.005699895,17.710296702419967,22.038966731841832,9.41991993168733,43.471374033877126,COM,0.854079,1.769161,2.258,1.659,5.727,61295.522921,60796.001439,23.340000000000003,0.15,33.6,29.2,i,0.7582330352815941,0.8591642764982897,23.889656185667793,281.00051620903673,-38.02316014695026,-14.294291457680773,23.67,20.271832280651495,21.28353586483242,23.787662009132635,4.140153614667151e-06,0.026060748465857334,17.22199490698062,0.061281161137734234,20.287951177385093,21.324582184148532,279.54648315666805,-39.35219855384608,True,61268.0,162371061.76097077
A_M_2.8_1.0_1296,142780,61268.97014949046,2461269.4705219874,13784288.315122146,-25.26055814082137,277.5749663856266,-2.3305282457405387,-40.96090371364871,-2.32831752503305,123498345.47090828,-92531765.53910284,-44675659.25176632,7.986459921037207,44.03017817409198,21.17674195255038,122126156.85806537,-82213302.31381817,-35639453.220823616,17.49512908716428,21.764273118629077,9.51242110732638,46.37217259679332,COM,0.854079,1.769161,2.258,1.659,5.727,61295.522921,60796.001439,23.340000000000003,0.15,33.6,29.2,i,0.7576346652162479,0.8584363323798636,23.50499224754021,277.8001311715251,-40.69586341119236,-107.33404259718817,23.67,20.075114019920022,21.32671132388765,23.50499224754021,4.920795664547764e-06,0.03437483747490481,10.344893375489562,0.10018599944253032,20.045193881849052,21.351228695962632,277.5749656639131,-40.96091010224215,True,61268.0,160654547.07979867
