   596,"-                         ","00596   ", 8.90,+0.15,2455243.3885245, 10, 10, 10, 10,"DVB-",118.000,  6.000,0.040,0.004,0.080,0.030,0.830,0.030,"-","Bau12"
  7968,"133P/Elst-Pizarro 1       ","0133P   ",15.49,+0.04,2455273.0624186,  0,  0, 13, 13,"DVB-",  3.200,  0.200,0.060,0.020,0.120,0.030,0.800,0.100,"S","Bau12"
118401,"176P/LINEAR 52            ","0176P   ",15.10,+0.15,2455310.4090572,  0,  0, 16, 16,"DVB-",  3.500,  0.100,0.070,0.030,0.150,0.050,0.800,0.100,"S","Bau12"
     0,"324P/La Sagra 4 (2010 R2) ","PK10R020",18.00,+0.00,2455357.9355369,  0,  0, 19, 19,"DVB-",  2.800,  0.300,0.010,0.010,0.020,0.020,1.900,0.300,"S","Bau12"
     0,"324P/La Sagra 4 (2010 R2) ","PK10R020",18.00,+0.00,2455357.9355369,  0,  0, 19, 19,"DV--",  1.600,  0.300,0.030,0.020,0.050,0.030,0.800,0.100,"S","Bau12"
